sumber,bab,pasal,ayat,tahun_terbit,status,chunk_index,kategori,page_content
Peraturan_Akademik_2023,8,26,4,2023,berlaku,186,proses pembelajaran,"Bentuk kegiatan pembelajaran di luar Program Studi sebagaimana dimaksud pada ayat (1) huruf b, huruf c, dan huruf d adalah: a. Kegiatan pertukaran mahasiswa dalam mengambil mata kuliah, b. Magang/Praktik Kerja, c. Proyek di Desa/ KKN-Tematik d. Penelitian/Riset e. Kegiatan Wirausaha f. Studi Proyek Independen g. Proyek Kemanusiaan h. Mengajar di Sekolah/Satuan Pendidikan i. Komponen Cadangan"
Peraturan_Akademik_2023,8,26,5,2023,berlaku,187,proses pembelajaran,Hasil kegiatan pembelajaran di luar Program Studi sebagaimana dimaksud pada ayat (4) diakui melalui mekanisme transfer sks (Credit Transfer) atau perolehan sks (Earming Credit):
Peraturan_Akademik_2023,8,26,6,2023,berlaku,188,proses pembelajaran,"Kegiatan Pembelajaran di luar Program Studi sebagaimana dimaksud pada ayat (4) dilaksanakan di bawah bimbingan Dosen,"
Peraturan_Akademik_2023,8,26,7,2023,berlaku,189,proses pembelajaran,"Proses pembelajaran di luar Program Studi sebagaimana dimaksud pada ayat (1) dilakukan minimal setelah mahasiswa menempuh 3 Semester, kecuali bagi Program- Program Merdeka Belajar-Kampus Merdeka (MBKM) yang ditentukan oleh Kementerian persyaratannya."
Peraturan_Akademik_2023,8,26,8,2023,berlaku,190,proses pembelajaran,Implementasi pembelajaran di luar Program Studi selanjutnya diatur dalam Keputusan Rektor. Bagian Kesembilan Kewajiban Mahasiswa dalam Proses Pembelajaran
Peraturan_Akademik_2023,8,27,1,2023,berlaku,191,proses pembelajaran,"Mahasiswa wajib berpenampilan rapi dan berperilaku sopan selama berada di lingkungan kampus,"
Peraturan_Akademik_2023,8,27,2,2023,berlaku,192,proses pembelajaran,Mahasiswa wajib mentaati peraturan yang berlaku:
Peraturan_Akademik_2023,8,27,3,2023,berlaku,193,proses pembelajaran,"Mahasiswa wajib mengikuti pembelajaran secara aktif paling sedikit 90 (sembilan puluh) persen dari aktivitas akademik terjadwal,"
Peraturan_Akademik_2023,8,27,4,2023,berlaku,194,proses pembelajaran,"Dalam hal mahasiswa tidak hadir dalam perkuliahan karena mengikuti kegiatan yang ditugaskan dan/ atau disetujui oleh Rektor atau Pimpinan Fakultas, maka ketidakhadirannya tidak dihitung sebagai alpha,"
Peraturan_Akademik_2023,8,27,5,2023,berlaku,195,proses pembelajaran,"Mahasiswa yang tidak hadir dalam perkuliahaan karena alasan sakit, maka harus menunjukkan surat dokter dan ketidakhadirannya tidak dihitung sebagai alpha :"
Peraturan_Akademik_2023,8,27,6,2023,berlaku,196,proses pembelajaran,"Mahasiswa yang tidak hadir selain ayat 4 dan 5, maka harus ada surat keterangan resmi."
Peraturan_Akademik_2023,9,28,1,2023,berlaku,197,penilaian dan evaluasi hasil belajar,"Penilaian hasil belajar mahasiswa bertujuan untuk mengukur pencapaian kompetensi pembelajaran yang ditetapkan oleh program studi,"
Peraturan_Akademik_2023,9,28,2,2023,berlaku,198,penilaian dan evaluasi hasil belajar,"Penilaian hasil belajar mahasiswa harus mencakup aspek hardskill dan softskill yang dapat dilakukan dalam bentuk: a. ujian tertulis, ujian lisan dan/ atau ujian praktikum/ keterampilan, serta portofolio, b. tugas akhir bisa dalam bentuk skripsi, atau bentuk lain yang setara, c. berdasarkan alasan tertentu yang dapat dipertanggungjawabkan penilaian hasil belajar dapat dilakukan dengan bentuk-bentuk lain,"
Peraturan_Akademik_2023,9,28,3,2023,berlaku,199,penilaian dan evaluasi hasil belajar,"Nilai akhir hasil belajar berbasis pada evaluasi aktifitas partisipatif dan hasil proyek/studi kasus dengan bobot evaluasi lebih dari ≥ 50% dan didasarkan pada beberapa komponen penilaian lainnya seperti: Evaluasi Tengah Semester (ETS), Evaluasi Akhir Semester (EAS), tugas, guis, praktikum dan ketrampilan berperilaku. Formulasi nilai akhir hasil belajar dituangkan dalam rumus yang ditetapkan oleh masing-masing Program Studi,"
Peraturan_Akademik_2023,9,28,4,2023,berlaku,200,penilaian dan evaluasi hasil belajar,"Sistem penilaian : a. penilaian hasil belajar dinyatakan dengan huruf, yaitu menggunakan huruf A, B, C, D, dan E, b. nilai lulus minimal tugas akhir/ skripsi/prototype adalah B, c. untuk melakukan konversi nilai angka ke dalam nilai huruf dan bobot nilai huruf digunakan pedoman sebagai berikut: ANGKA 80 - 100 NILAI A BOBOT 4,00; ANGKA 66 -79 NILAI B BOBOT 3,00; ANGKA 56 - 65 NILAI C BOBOT 2,00;| ANGKA 43 - 55 NILAI D BOBOT 1,00; ANGKA 0,0 - 42 NILAI E BOBOT 0,00; d. mahasiswa dinyatakan lulus mata kuliah, apabila mendapat nilai minimal C, e. mahasiswa yang mendapat nilai D dan E wajib mengulang program pembelajaran dan ujian pada semester reguler, f. nilai yang diakui pada mata kuliah yang diambil ulang adalah nilai yang terbaik, g. jika karena suatu hal nilai belum dapat ditentukan, maka kepadanya diberikan nilai K yang berarti “Kurang/Tidak Lengkap” dengan nilai bobot nol (0). Apabila sampai dengan pengisian KRS semester berikutnya nilai masih berstatus K, mahasiswa tersebut dianggap tidak lulus (E),"
Peraturan_Akademik_2023,9,28,5,2023,berlaku,201,penilaian dan evaluasi hasil belajar,"tingkat keberhasilan: a. tingkat keberhasilan mahasiswa dalam satu semester dinyatakan dengan IPS, b. dalam perhitungan IPS, bobot sks setiap mata kuliah hanya dipergunakan satu kali sebagai pembagi dan nilai yang dipergunakan adalah nilai keberhasilan yang tertinggi, c. perhitungan IPS menggunakan rumus sebagai berikut: IPS = Σ(KN) / ΣK dengan K adalah besarnya sks masing-masing mata kuliah, dan N adalah nilai masing-masing mata kuliah: d. perhitungan IPK (Indeks Prestasi Kumulatif) menggunakan rumus seperti tersebut di atas dengan K adalah jumlah seluruh sks mata kuliah yang telah ditempuh dengan nilai tertinggi dan N adalah nilai seluruh mata kuliah yang diperoleh,"
Peraturan_Akademik_2023,9,28,6,2023,berlaku,202,penilaian dan evaluasi hasil belajar,"Penilaian hasil belajar mahasiswa dilakukan secara berkala sesuai dengan kurikulum,"
Peraturan_Akademik_2023,9,28,7,2023,berlaku,203,penilaian dan evaluasi hasil belajar,"Penilaian hasil belajar pada setiap mata kuliah dilakukan pada setiap semester,"
Peraturan_Akademik_2023,9,28,8,2023,berlaku,204,penilaian dan evaluasi hasil belajar,"Penilaian dilaksanakan berdasarkan prinsip kesesuaian, akuntabilitas, transparansi, kejujuran, dan keadilan,"
Peraturan_Akademik_2023,9,28,9,2023,berlaku,205,penilaian dan evaluasi hasil belajar,"Aspek yang diukur dalam evaluasi hasil belajar adalah: a. kemampuan akademik yang mencakup aspek kognitif, afektif, dan psikomotorik, yang disesuaikan dengan jenis dan tujuan belajar pada setiap mata kuliah, dan b. keterampilan berperilaku, termasuk kejujuran akademik, kedisiplinan, kesantunan, kemampuan berinteraksi, dan bekerja sama."
Peraturan_Akademik_2023,9,28,10,2023,berlaku,206,penilaian dan evaluasi hasil belajar,"Syarat Evaluasi Semester : a. terdaftar sebagai peserta kuliah/ kegiatan pembelajaran yaitu tercantum dalam Daftar Peserta Mata Kuliah (DPMK) di sistem SIAMIK, b. telah mengikuti kuliah/ kegiatan pembelajaran sekurang- kurangnya 90 (sembilan puluh) persen."
Peraturan_Akademik_2023,9,28,11,2023,berlaku,207,penilaian dan evaluasi hasil belajar,"Ketentuan pelaksanaan, persyaratan, penjadwalan, dan tata tertib ujian diatur lebih lanjut oleh Fakultas,"
Peraturan_Akademik_2023,9,28,12,2023,berlaku,208,penilaian dan evaluasi hasil belajar,"Nilai hasil ujian diumumkan sesuai dengan ketentuan yang berlaku,"
Peraturan_Akademik_2023,9,28,13,2023,berlaku,209,penilaian dan evaluasi hasil belajar,"Dalam hal dosen atau tim dosen tidak segera memberikan nilai hasil ujian semester sampai batas waktu yang ditentukan, atau selambat-lambatnya 3 (tiga) hari dari batas waktu yang ditentukan, maka Dekan dapat memberikan nilai B kepada semua mahasiswa yang memenuhi syarat sebagai peserta ujian."
Peraturan_Akademik_2023,9,28,14,2023,berlaku,210,penilaian dan evaluasi hasil belajar,Setiap mahasiswa wajib melaporkan hasil pembelajarannya (KHS) ke Pangkalan Data Pendidikan Tinggi (PD-DIKTI) di sistem SIAMIK pada setiap akhir semester.
Peraturan_Akademik_2023,9,28,15,2023,berlaku,211,penilaian dan evaluasi hasil belajar,Mahasiswa yang tidak melaporkan hasil pembelajarannya sebagaimana yang dimaksud pada ayat (14) tidak bisa melakukan perencanaan studinya (KRS) pada semester berikutnya.
Peraturan_Akademik_2023,9,28,16,2023,berlaku,212,penilaian dan evaluasi hasil belajar,Dosen Pembimbing Akademik wajib memantau pelaporan hasil pembelajaran tersebut pada ayat (14) pada setiap mahasiswa yang menjadi bimbingan akademiknya (PA-nya). Bagian Kedua Evaluasi Hasil Belajar
Peraturan_Akademik_2023,9,29,1,2023,berlaku,213,penilaian dan evaluasi hasil belajar,"Evaluasi Hasil Belajar adalah kriteria penilaian yang dilakukan secara bertahap terhadap pencapaian IPK untuk menentukan kemampuan mahasiswa dalam melanjutkan studi,"
Peraturan_Akademik_2023,9,29,2,2023,berlaku,214,penilaian dan evaluasi hasil belajar,"Evaluasi hasil belajar mahasiswa untuk suatu mata kuliah dilakukan oleh seorang dosen atau tim dosen untuk memantau proses dan perkembangan hasil belajar mahasiswa,"
Peraturan_Akademik_2023,9,29,3,2023,berlaku,215,penilaian dan evaluasi hasil belajar,"Evaluasi dapat dilakukan dengan cara observasi, pemberian tugas, ujian tertulis dan/ atau ujian lisan,"
Peraturan_Akademik_2023,9,29,4,2023,berlaku,216,penilaian dan evaluasi hasil belajar,"Ujian dapat diselenggarakan melalui kuis, ujian tengah semester, ujian akhir semester, ujian praktek, dan ujian tugas akhir/skripsi,"
Peraturan_Akademik_2023,9,29,5,2023,berlaku,217,penilaian dan evaluasi hasil belajar,"Evaluasi hasil belajar mahasiswa program sarjana dari SMA atau sederajat: a. Tahap I dilakukan pada akhir semester 4 (empat) dengan ketentuan: l.mampu mengumpulkan paling sedikit 35 (tiga puluh lima) SKS dengan IPK ≥ 2,50 (dua koma lima nol), 2. apabila mampu mengumpulkan > 35 (tiga puluh lima) SKS, tetapi IPK < 2,50 (dua koma lima nol) maka diambil nilai tertinggi sampai sejumlah 35 (tiga puluh lima) SKS dengan IPK ≥ 2,50 (dua koma lima nol). b. Tahap II dilakukan pada akhir semester 7 (tujuh) dengan ketentuan: l.mampu mengumpulkan paling sedikit 85 (delapan puluh lima) SKS dengan IPK ≥ 2,75 (dua koma tujuh lima), 2.apabila mampu mengumpulkan > 85 (delapan puluh lima) SKS, tetapi IPK < 2,75 (dua koma tujuh lima) maka diambil nilai tertinggi sampai sejumlah 85 (delapan puluh lima) SKS dengan IPK ≥ 2,75 (dua koma tujuh lima). c. Tahap III dilakukan pada akhir program. Selambat- lambatnya pada akhir semester 14 (empat belas), mahasiswa harus sudah mengumpulkan dan lulus semua beban sks yang ditetapkan untuk program sarjana dan IPK ≥ 2,00 (dua koma nol nol)."
Peraturan_Akademik_2023,9,29,6,2023,berlaku,218,penilaian dan evaluasi hasil belajar,Mahasiswa yang tidak dapat memenuhi ketentuan evaluasi dianggap tidak mampu mengikuti kegiatan akademik:
Peraturan_Akademik_2023,9,29,7,2023,berlaku,219,penilaian dan evaluasi hasil belajar,"Mahasiswa sebagaimana dimaksud pada ayat (6) di atas, disarankan untuk mengajukan surat permohonan undur diri kepada Rektor melalui Dekan,"
Peraturan_Akademik_2023,9,29,8,2023,berlaku,220,penilaian dan evaluasi hasil belajar,"Universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pengunduran diri mahasiswa dari salah satu program studi,"
Peraturan_Akademik_2023,9,29,9,2023,berlaku,221,penilaian dan evaluasi hasil belajar,"Apabila mahasiswa tidak mengajukan permohonan undur diri, pihak universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pemutusan hubungan studi:"
Peraturan_Akademik_2023,9,29,10,2023,berlaku,222,penilaian dan evaluasi hasil belajar,Fakultas melakukan evaluasi dan analisis terhadap hasil belajar mahasiswa setiap semester sebagai bagian dari proses penjaminan mutu. Bagian Ketiga Tugas Akhir/ Skripsi/ prototype
Peraturan_Akademik_2023,9,30,1,2023,berlaku,223,penilaian dan evaluasi hasil belajar,"Tugas akhir/skripsi wajib disusun dan dilaksanakan oleh setiap mahasiswa program sarjana,"
Peraturan_Akademik_2023,9,30,2,2023,berlaku,224,penilaian dan evaluasi hasil belajar,"Tugas akhir/ skripsi/prototype dapat diambil setelah mahasiswa: a. menyelesaikan mata kuliah dengan jumlah sks sesuai yang dipersyaratkan Prodi pada kurikulum masing- masing dan menyelesaikan mata kuliah prasyarat untuk hal tersebut, b: mempunyai IPK minimal 2,00 (dua koma nol nol): Cc. lulus Mata Kuliah Metode Penelitian, d. lulus KKN dan PKL/KKP/Magang, e. mempunyai kemampuan Bahasa Inggris setara dengan TOEFL 450 atau International Certificate JETSET Level 4- Pearson-LCCI-UK (setara dengan IBT-TOEFL 57-86) atau Institusional Certificate English Proficiency Test/EPT 450- LC-UPNVJT (setara dengan ITP-TOEFL 450), f. terdaftar sebagai mahasiswa aktif pada semester yang bersangkutan, g. mengisi KRS Skripsi, h. mengikuti library class dan memiliki sertifikat sebagai peserta library class."
Peraturan_Akademik_2023,9,30,3,2023,berlaku,225,penilaian dan evaluasi hasil belajar,"Tugas akhir/Skripsi/prototype wajib disusun berdasarkan kaidah dan etika keilmuan, bebas dari unsur plagiarisme dan ditulis berdasarkan Pedoman Penulisan Skripsi yang ditetapkan oleh Fakultas,"
Peraturan_Akademik_2023,9,30,4,2023,berlaku,226,penilaian dan evaluasi hasil belajar,"Topik tugas akhir/skripsi merupakan bagian dari peta jalan penelitian atau pengabdian masyarakat yang ditetapkan di Fakultas atau Program Studi,"
Peraturan_Akademik_2023,9,30,5,2023,berlaku,227,penilaian dan evaluasi hasil belajar,"Laporan tugas akhir/skripsi/ prototype wajib melampirkan cek plagiasi yang dikeluarkan secara resmi oleh Perpustakaan UPN “Veteran” Jawa Timur dan persyaratan plagiasi kurang dari 20%,"
Peraturan_Akademik_2023,9,30,6,2023,berlaku,228,penilaian dan evaluasi hasil belajar,"Beban studi tugas akhir atau skripsi adalah 6 (enam) sampai dengan 10 (sepuluh) SKS,"
Peraturan_Akademik_2023,9,30,7,2023,berlaku,229,penilaian dan evaluasi hasil belajar,"Ujian tugas akhir/skripsi / prototype dilaksanakan setelah mahasiswa telah menyelesaikan semua mata kuliah wajib dan pilihan sesuai kurikulum yang berlaku, dan mahasiswa telah menyajikan bagian dari tugas akhir/skripsi dalam forum ilmiah nasional/internasional yang dibuktikan dengan sertifikat pemakalah,"
Peraturan_Akademik_2023,9,30,8,2023,berlaku,230,penilaian dan evaluasi hasil belajar,"Ujian tugas akhir/ skripsi / prototype dilaksanakan secara tertutup sesuai dengan peraturan yang berlaku di program studi dan terdiri atas 2 (dua) tahap, yaitu presentasi oleh mahasiswa dan tanya jawab dengan waktu paling sedikit 60 menit:"
Peraturan_Akademik_2023,9,30,9,2023,berlaku,231,penilaian dan evaluasi hasil belajar,"Jumlah dosen penguji tugas akhir/ skripsi / prototype di luar dosen pembimbing minimal 2 (dua) orang,"
Peraturan_Akademik_2023,9,30,10,2023,berlaku,232,penilaian dan evaluasi hasil belajar,"Dalam keadaan khusus dapat diundang penguji yang bukan dari kalangan akademik namun memiliki keahlian dalam bidang terkait,"
Peraturan_Akademik_2023,9,30,11,2023,berlaku,233,penilaian dan evaluasi hasil belajar,"Segala bentuk luaran berupa HKI (Hak Kekayaan Intelektual), artikel jurnal ilmiah, dsb yang terkait dengan materi tugas akhir/skripsi / prototype akan menjadi hak bersama antara mahasiswa, para pembimbing dan universitas,"
Peraturan_Akademik_2023,9,30,12,2023,berlaku,234,penilaian dan evaluasi hasil belajar,"Tugas akhir/skripsi/ prototype yang penelitiannya merupakan penelitian kerjasama dengan dana pihak lain, maka hak penggunaan data dan luarannya (HKI, publikasi, buku, atau lainnya) diatur dalam perjanjian kerjasama antara dosen pembimbing dengan, mahasiswa, dan pihak lain yang diketahui Program Studi dan disetujui oleh Fakultas/Dekan,"
Peraturan_Akademik_2023,9,30,13,2023,berlaku,235,penilaian dan evaluasi hasil belajar,"Jika luaran Tugas akhir/skripsi / prototype adalah artikel ilmiah dan berhasil dipublikasi (accepted/published) dalam jurnal nasional terakreditasi Sinta (1-3) atau jurnal internasional yang terindex atau jurnal bereputasi terindeks dengan Scimago Journal Rank (SJR) s 0,1 dan/atau Journal Impact Factor (JIF) s 0,05 sebagai penulis pertama, maka mahasiswa tetap menyusun skripsinya sampai selesai namun tanpa ujian"
Peraturan_Akademik_2023,9,30,14,2023,berlaku,236,penilaian dan evaluasi hasil belajar,"Jika artikel ilmiah dan berhasil dipublikasi (accepted/published) dalam jurnal nasional terakreditasi Sinta (1-3) atau jurnal internasional bereputasi terindeks dengan Scimago Journal Rank (SJR) s 0,1 dan/atau Journal Impact Factor (JIF) s 0,05 sebagai penulis pertama, maka mahasiswa tetap menyusun skripsinya sampai selesai namun tanpa ujian dan dinyatakan lulus skripsi dengan nilai A: Sinta 4-6 dan Jurnal International tidak bereputasi dengan nilai (A-)"
Peraturan_Akademik_2023,9,30,15,2023,berlaku,237,penilaian dan evaluasi hasil belajar,"Luaran Tugas akhir/skripsi/ prototype bisa dibuat dalam bentuk lain seperti cipta karya yang telah diuji keilmiahannya tingkat nasional/internasional,"
Peraturan_Akademik_2023,9,30,16,2023,berlaku,238,penilaian dan evaluasi hasil belajar,Ketentuan dan pengaturan tugas akhir/skripsi ditetapkan lebih lanjut oleh Fakultas.
Peraturan_Akademik_2023,10,31,1,2023,berlaku,239,perkuliahan mahasiswa transfer kredit,"Mahasiswa yang mengikuti kuliah sepenuhnya di luar UPN “Veteran” Jawa Timur selama sekurang- kurangnya 1 (satu) semester memperoleh status akademik sebagai mahasiswa transfer kredit,"
Peraturan_Akademik_2023,10,31,2,2023,berlaku,240,perkuliahan mahasiswa transfer kredit,"Mahasiswa UPN “Veteran” Jawa Timur yang mengikuti program Student Exchange, Joint Degree atau Double Degree harus terdaftar sebagai mahasiswa UPN “Veteran” Jawa Timur,"
Peraturan_Akademik_2023,10,31,3,2023,berlaku,241,perkuliahan mahasiswa transfer kredit,"Pada akhir program, mahasiswa yang mengikuti program sebagaimana dimaksud pada ayat (2) di atas wajib menyerahkan laporan hasil studi dengan nilai kelulusan yang diperoleh, untuk diakui sebagai mata kuliah yang telah ditempuh dan lulus,"
Peraturan_Akademik_2023,10,31,4,2023,berlaku,242,perkuliahan mahasiswa transfer kredit,"Mahasiswa yang mengikuti Student Exchange, Joint Degree, atau Double Degree yang gagal (pulang sebelum akhir program), hanya diperhitungkan mata kuliah yang telah lulus dan tidak diakui sebagai mahasiswa transfer kredit:"
Peraturan_Akademik_2023,10,31,5,2023,berlaku,243,perkuliahan mahasiswa transfer kredit,"Pengakuan mata kuliah bagi mahasiswa transfer kredit adalah sebagai berikut: a. bukti telah menyelesaikan program Student Exchange adalah sertifikat yang ditandatangani oleh Rektor dan Dekan, b. bukti telah menyelesaikan program Joint Degree adalah ijazah yang ditandatangani oleh Rektor UPN “Veteran” Jawa Timur bersama dengan Rektor perguruan tinggi mitra kerjasama, c. bukti telah menyelesaikan program Double Degree adalah ijazah yang ditandatangani oleh Dekan dan Rektor serta memperoleh ijazah dari perguruan tinggi mitra kerjasama,"
Peraturan_Akademik_2023,10,31,6,2023,berlaku,244,perkuliahan mahasiswa transfer kredit,Masa studi mahasiswa transfer kredit diperhitungkan penuh sebagai masa studi mahasiswa aktif. Bagian Kedua Perkuliahan Mahasiswa Transfer Kredit ke dalam UPN “Veteran” Jawa Timur
Peraturan_Akademik_2023,10,32,1,2023,berlaku,245,perkuliahan mahasiswa transfer kredit,"Mahasiswa dari universitas lain baik dari dalam maupun luar negeri yang mengikuti program Student Exchange, Joint Degree atau Double Degree atau program lain yang sejenis harus terdaftar sebagai mahasiswa transfer kredit UPN “Veteran” Jawa Timur,"
Peraturan_Akademik_2023,10,32,2,2023,berlaku,246,perkuliahan mahasiswa transfer kredit,"Mahasiswa transfer kredit dari universitas lain baik dari dalam maupun luar negeri dapat diwajibkan/ tidak diwajibkan membayar biaya pendidikan sesuai kesepakatan yang tertuang dalam kontrak atau perjanjian kerjasama,"
Peraturan_Akademik_2023,10,32,3,2023,berlaku,247,perkuliahan mahasiswa transfer kredit,"Mahasiswa transfer kredit dari universitas lain baik dari dalam maupun luar negeri dapat mengambil beberapa mata kuliah di berbagai program studi dalam satu semester berjalan secara bersamaan,"
Peraturan_Akademik_2023,10,32,4,2023,berlaku,248,perkuliahan mahasiswa transfer kredit,"Pengakuan mata kuliah bagi mahasiswa transfer kredit sebagai berikut: a. bukti telah menyelesaikan program Student Exchange adalah sertifikat yang ditandatangani oleh Rektor dan Dekan, b. bukti telah menyelesaikan program Joint Degree adalah ijazah yang ditandatangani oleh Rektor UPN “Veteran” Jawa Timur bersama dengan Rektor perguruan tinggi mitra kerjasama, c. bukti telah menyelesaikan program Double Degree adalah ijazah yang ditandatangani oleh Dekan dan Rektor serta memperoleh ijazah dari perguruan tinggi mitra kerjasama"
Peraturan_Akademik_2023,11,33,1,2023,berlaku,249,kuliah kerja nyata (kkn),"Mahasiswa wajib mengikuti kegiatan KKN,"
Peraturan_Akademik_2023,11,33,2,2023,berlaku,250,kuliah kerja nyata (kkn),Syarat peserta KKN adalah mahasiswa yang telah dinyatakan lulus mata kuliah dan mengumpulkan SKS kumulatif paling sedikit 100 (seratus) SKS dengan IPK 2.75 serta mempunyai Surat Keterangan Kompetensi Softskill dan Hardskill yang telah mencapai 100 poin.
Peraturan_Akademik_2023,11,33,3,2023,berlaku,251,kuliah kerja nyata (kkn),Mahasiswa dapat mengikuti salah satu kegiatan KKN yang ditawarkan Universitas yang ditetapkan oleh Lembaga Penelitian dan Pengabdian kepada Masyarakat (LPPM):
Peraturan_Akademik_2023,11,33,4,2023,berlaku,252,kuliah kerja nyata (kkn),"Penyelenggaraan KKN minimal selama satu bulan dan maksimal 6 bulan yang dikoordinasikan oleh LPPM dan diatur lebih lanjut pada Buku Pedoman Pelaksanaan KKN yang berlaku,"
Peraturan_Akademik_2023,11,33,5,2023,berlaku,253,kuliah kerja nyata (kkn),"Perhitungan/konversi besarnya sks masing-masing jenis KKN ditetapkan oleh LPPM bersama Prodi,"
Peraturan_Akademik_2023,11,33,6,2023,berlaku,254,kuliah kerja nyata (kkn),"Jadwal pelaksanaan KKN diatur dalam kalender akademik yang ditetapkan dengan Keputusan Rektor UPN “Veteran” Jawa Timur,"
Peraturan_Akademik_2023,11,33,7,2023,berlaku,255,kuliah kerja nyata (kkn),"Rektor dapat menetapkan kegiatan tertentu yang diakui dan disetarakan dengan KKN, yang dituangkan dalam Keputusan Rektor UPN “Veteran” Jawa Timur:"
Peraturan_Akademik_2023,11,33,8,2023,berlaku,256,kuliah kerja nyata (kkn),Tata cara dan persyaratan pendaftaran KKN diatur lebih lanjut dalam Buku Pedoman Pelaksanaan KKN.
Peraturan_Akademik_2023,12,34,1,2023,berlaku,257,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Tugas dosen dalam bidang pendidikan dan pengajaran meliputi: a. merencanakan pembelajaran, b. melaksanakan perkuliahan, c. melaksanakan penilaian hasil belajar dan memasukkan nilai mata kuliah ke dalam Sistem Informasi Akademik (SIAMIK) sesuai dengan jadwal yang telah ditentukan dalam kalender akademik, d. melaporkan kegiatan perkuliahan di Pangkalan Data Pendidikan Tinggi (PD-DIKTI) setiap akhir semester (publish mata kuliah yang diampu pada semester tersebut) e. menyusun dan mengevaluasi bahan uji agar didapatkan bahan uji yang valid sesuai dengan tujuan capaian pembelajaran, f. melaksanakan fungsi-fungsi manajemen yang meliputi : 1, mengatur alokasi waktu perkuliahan, 2. menegakkan disiplin perkuliahan, 3.menginformasikan - atau memberikan - pembahasan penyelesaian permasalahan pada tes/ujian, dan 4.menginformasikan nilai tes/ujian/ tugas kepada mahasiswa. Bagian Kedua Pembimbing Akademik"
Peraturan_Akademik_2023,12,35,1,2023,berlaku,258,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Setiap mahasiswa mempunyai dosen pembimbing akademik yang ditetapkan oleh Fakultas,"
Peraturan_Akademik_2023,12,35,2,2023,berlaku,259,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Pembimbing akademik untuk mahasiswa program sarjana adalah dosen tetap yang bergelar minimal magister,"
Peraturan_Akademik_2023,12,35,3,2023,berlaku,260,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Pembimbing akademik memiliki tugas: a. mengarahkan mahasiswa menyusun rencana studi dan memberikan pertimbangan memilih mata kuliah yang akan diambil, b. menyetujui KRS (Kartu Rencana Studi) mahasiswa dalam SIDOS (Sistem Informasi Dosen), c. memberikan pertimbangan kepada mahasiswa tentang banyaknya SKS yang dapat diambil, d. mengikuti perkembangan studi mahasiswa yang dibimbing: e. memantau dan memastikan bahwa mahasiswa yang dibimbingnya telah melakukan pelaporan hasil pembelajaran ke PD-DIKTI melalui SIAMIK sebelum menyetujui KRS, f. membantu mencarikan solusi bagi mahasiswa yang dibimbingnya apabila ada permasalahan akademik, g. melaporkan kinerja sebagai pembimbing akademik kepada pimpinan unit minimal 1 kali per semester."
Peraturan_Akademik_2023,12,35,4,2023,berlaku,261,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Apabila pembimbing akademik berhalangan melaksanakan tugas, Koordinator Program Studi mengambil alih sementara tugas pembimbing akademik, dan melakukan persetujuan KRS sampai ditetapkan pembimbing akademik yang baru,"
Peraturan_Akademik_2023,12,35,5,2023,berlaku,262,"dosen, pembimbing akademik, dan pembimbing tugas akhir",Pelaksanaan tugas pembimbing akademik merupakan salah satu komponen evaluasi kinerja dosen. Bagian Ketiga Pembimbing Tugas Akhir/ Skripsi
Peraturan_Akademik_2023,12,36,1,2023,berlaku,263,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Penyusunan tugas akhir/ skripsi mahasiswa di bawah pantauan dan evaluasi dosen pembimbing tugas akhir,"
Peraturan_Akademik_2023,12,36,2,2023,berlaku,264,"dosen, pembimbing akademik, dan pembimbing tugas akhir",Jumlah pembimbing tugas akhir/skripsi untuk 1 (satu) orang mahasiswa paling banyak 2 (dua) orang dosen (pembimbing utama dan pendamping):
Peraturan_Akademik_2023,12,36,3,2023,berlaku,265,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Persyaratan pembimbing utama: a.dosen tetap dengan jabatan fungsional minimal asisten ahli dan bergelar magister: b. mempunyai bidang kepakaran yang relevan dengan tugas akhir, c. minimal 2 (dua) kali pernah sebagai pembimbing kedua."
Peraturan_Akademik_2023,12,36,4,2023,berlaku,266,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Persyaratan pembimbing kedua: a. dosen tetap universitas atau dosen tidak tetap, atau pakar dari lembaga lain yang disetarakan dengan pendidikan magister, b. mempunyai bidang kepakaran yang relevan dengan tugas akhir,"
Peraturan_Akademik_2023,12,36,5,2023,berlaku,267,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Jurusan atau Koordinator Program Studi mengajukan usulan dosen yang menjadi pembimbing tugas akhir/ skripsi untuk seorang mahasiswa berdasarkan kepakaran dan beban kerja dosen yang bersangkutan kepada Dekan,"
Peraturan_Akademik_2023,12,36,6,2023,berlaku,268,"dosen, pembimbing akademik, dan pembimbing tugas akhir","Penugasan dosen pembimbing tugas akhir/ skripsi ditetapkan dengan Keputusan Dekan atas usulan dari Jurusan / Program Studi,"
